recording_id,original_id,filename,audio_path,label,class_id,split,source_library,source_label,samplerate,channels,date,guntype,caliber,distance,angle,suppressor,window_size,impulse_position
Walking_On_Gravel_Bed-SoundBible_uid-9x8ddo,9x8ddo,Walking_On_Gravel_Bed-SoundBible_uid-9x8ddo.wav,audio/Walking_On_Gravel_Bed-SoundBible_uid-9x8ddo.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Walking_On_Gravel_Bed-SoundBible_uid-bf5jts,bf5jts,Walking_On_Gravel_Bed-SoundBible_uid-bf5jts.wav,audio/Walking_On_Gravel_Bed-SoundBible_uid-bf5jts.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Walking_On_Gravel_Bed-SoundBible_uid-kbu30i,kbu30i,Walking_On_Gravel_Bed-SoundBible_uid-kbu30i.wav,audio/Walking_On_Gravel_Bed-SoundBible_uid-kbu30i.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Walking_On_Gravel_Bed-SoundBible_uid-rtx99m,rtx99m,Walking_On_Gravel_Bed-SoundBible_uid-rtx99m.wav,audio/Walking_On_Gravel_Bed-SoundBible_uid-rtx99m.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Warning_Siren-SoundBible_uid-2u4g3n,2u4g3n,Warning_Siren-SoundBible_uid-2u4g3n.wav,audio/Warning_Siren-SoundBible_uid-2u4g3n.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Warning_Siren-SoundBible_uid-6grhp2,6grhp2,Warning_Siren-SoundBible_uid-6grhp2.wav,audio/Warning_Siren-SoundBible_uid-6grhp2.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Warning_Siren-SoundBible_uid-dftrca,dftrca,Warning_Siren-SoundBible_uid-dftrca.wav,audio/Warning_Siren-SoundBible_uid-dftrca.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Warning_Siren-SoundBible_uid-fozzqu,fozzqu,Warning_Siren-SoundBible_uid-fozzqu.wav,audio/Warning_Siren-SoundBible_uid-fozzqu.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Warning_Siren-SoundBible_uid-hoaz92,hoaz92,Warning_Siren-SoundBible_uid-hoaz92.wav,audio/Warning_Siren-SoundBible_uid-hoaz92.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Winston_Churchill Nazi Speech-SoundBible_uid-0cmuel,0cmuel,Winston_Churchill Nazi Speech-SoundBible_uid-0cmuel.wav,audio/Winston_Churchill Nazi Speech-SoundBible_uid-0cmuel.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Winston_Churchill Nazi Speech-SoundBible_uid-4s48dc,4s48dc,Winston_Churchill Nazi Speech-SoundBible_uid-4s48dc.wav,audio/Winston_Churchill Nazi Speech-SoundBible_uid-4s48dc.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Winston_Churchill Nazi Speech-SoundBible_uid-5pcc4v,5pcc4v,Winston_Churchill Nazi Speech-SoundBible_uid-5pcc4v.wav,audio/Winston_Churchill Nazi Speech-SoundBible_uid-5pcc4v.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Winston_Churchill Nazi Speech-SoundBible_uid-7bmxdz,7bmxdz,Winston_Churchill Nazi Speech-SoundBible_uid-7bmxdz.wav,audio/Winston_Churchill Nazi Speech-SoundBible_uid-7bmxdz.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Winston_Churchill Nazi Speech-SoundBible_uid-al7l64,al7l64,Winston_Churchill Nazi Speech-SoundBible_uid-al7l64.wav,audio/Winston_Churchill Nazi Speech-SoundBible_uid-al7l64.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Winston_Churchill Nazi Speech-SoundBible_uid-bxnadm,bxnadm,Winston_Churchill Nazi Speech-SoundBible_uid-bxnadm.wav,audio/Winston_Churchill Nazi Speech-SoundBible_uid-bxnadm.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Winston_Churchill Nazi Speech-SoundBible_uid-dmwah1,dmwah1,Winston_Churchill Nazi Speech-SoundBible_uid-dmwah1.wav,audio/Winston_Churchill Nazi Speech-SoundBible_uid-dmwah1.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Winston_Churchill Nazi Speech-SoundBible_uid-eqo07l,eqo07l,Winston_Churchill Nazi Speech-SoundBible_uid-eqo07l.wav,audio/Winston_Churchill Nazi Speech-SoundBible_uid-eqo07l.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Winston_Churchill Nazi Speech-SoundBible_uid-er6dw9,er6dw9,Winston_Churchill Nazi Speech-SoundBible_uid-er6dw9.wav,audio/Winston_Churchill Nazi Speech-SoundBible_uid-er6dw9.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Winston_Churchill Nazi Speech-SoundBible_uid-iy3w2f,iy3w2f,Winston_Churchill Nazi Speech-SoundBible_uid-iy3w2f.wav,audio/Winston_Churchill Nazi Speech-SoundBible_uid-iy3w2f.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Winston_Churchill Nazi Speech-SoundBible_uid-kltsbd,kltsbd,Winston_Churchill Nazi Speech-SoundBible_uid-kltsbd.wav,audio/Winston_Churchill Nazi Speech-SoundBible_uid-kltsbd.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Winston_Churchill Nazi Speech-SoundBible_uid-kyjgqj,kyjgqj,Winston_Churchill Nazi Speech-SoundBible_uid-kyjgqj.wav,audio/Winston_Churchill Nazi Speech-SoundBible_uid-kyjgqj.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Winston_Churchill Nazi Speech-SoundBible_uid-lbzijr,lbzijr,Winston_Churchill Nazi Speech-SoundBible_uid-lbzijr.wav,audio/Winston_Churchill Nazi Speech-SoundBible_uid-lbzijr.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Winston_Churchill Nazi Speech-SoundBible_uid-no7qj6,no7qj6,Winston_Churchill Nazi Speech-SoundBible_uid-no7qj6.wav,audio/Winston_Churchill Nazi Speech-SoundBible_uid-no7qj6.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Winston_Churchill Nazi Speech-SoundBible_uid-o4v9k7,o4v9k7,Winston_Churchill Nazi Speech-SoundBible_uid-o4v9k7.wav,audio/Winston_Churchill Nazi Speech-SoundBible_uid-o4v9k7.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Winston_Churchill Nazi Speech-SoundBible_uid-pad9ga,pad9ga,Winston_Churchill Nazi Speech-SoundBible_uid-pad9ga.wav,audio/Winston_Churchill Nazi Speech-SoundBible_uid-pad9ga.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Winston_Churchill Nazi Speech-SoundBible_uid-rtjtl9,rtjtl9,Winston_Churchill Nazi Speech-SoundBible_uid-rtjtl9.wav,audio/Winston_Churchill Nazi Speech-SoundBible_uid-rtjtl9.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Winston_Churchill Nazi Speech-SoundBible_uid-tt9xln,tt9xln,Winston_Churchill Nazi Speech-SoundBible_uid-tt9xln.wav,audio/Winston_Churchill Nazi Speech-SoundBible_uid-tt9xln.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Winston_Churchill Nazi Speech-SoundBible_uid-uo32ie,uo32ie,Winston_Churchill Nazi Speech-SoundBible_uid-uo32ie.wav,audio/Winston_Churchill Nazi Speech-SoundBible_uid-uo32ie.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Winston_Churchill Nazi Speech-SoundBible_uid-y0ded0,y0ded0,Winston_Churchill Nazi Speech-SoundBible_uid-y0ded0.wav,audio/Winston_Churchill Nazi Speech-SoundBible_uid-y0ded0.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Winston_Churchill Nazi Speech-SoundBible_uid-y5y8mt,y5y8mt,Winston_Churchill Nazi Speech-SoundBible_uid-y5y8mt.wav,audio/Winston_Churchill Nazi Speech-SoundBible_uid-y5y8mt.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Woman_Screaming 2-SoundBible_uid-fn45oh,fn45oh,Woman_Screaming 2-SoundBible_uid-fn45oh.wav,audio/Woman_Screaming 2-SoundBible_uid-fn45oh.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Woman_Screaming 2-SoundBible_uid-topncu,topncu,Woman_Screaming 2-SoundBible_uid-topncu.wav,audio/Woman_Screaming 2-SoundBible_uid-topncu.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
ambience_casino-stephan_schutze-1391090820_uid-2huic7,2huic7,ambience_casino-stephan_schutze-1391090820_uid-2huic7.wav,audio/ambience_casino-stephan_schutze-1391090820_uid-2huic7.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
ambience_casino-stephan_schutze-1391090820_uid-4y7nb9,4y7nb9,ambience_casino-stephan_schutze-1391090820_uid-4y7nb9.wav,audio/ambience_casino-stephan_schutze-1391090820_uid-4y7nb9.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
ambience_casino-stephan_schutze-1391090820_uid-5nmnl0,5nmnl0,ambience_casino-stephan_schutze-1391090820_uid-5nmnl0.wav,audio/ambience_casino-stephan_schutze-1391090820_uid-5nmnl0.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
ambience_casino-stephan_schutze-1391090820_uid-6jx1mx,6jx1mx,ambience_casino-stephan_schutze-1391090820_uid-6jx1mx.wav,audio/ambience_casino-stephan_schutze-1391090820_uid-6jx1mx.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
ambience_casino-stephan_schutze-1391090820_uid-aikc3w,aikc3w,ambience_casino-stephan_schutze-1391090820_uid-aikc3w.wav,audio/ambience_casino-stephan_schutze-1391090820_uid-aikc3w.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
ambience_casino-stephan_schutze-1391090820_uid-c8911a,c8911a,ambience_casino-stephan_schutze-1391090820_uid-c8911a.wav,audio/ambience_casino-stephan_schutze-1391090820_uid-c8911a.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
ambience_casino-stephan_schutze-1391090820_uid-rn7474,rn7474,ambience_casino-stephan_schutze-1391090820_uid-rn7474.wav,audio/ambience_casino-stephan_schutze-1391090820_uid-rn7474.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
ambience_casino-stephan_schutze-1391090820_uid-x606pf,x606pf,ambience_casino-stephan_schutze-1391090820_uid-x606pf.wav,audio/ambience_casino-stephan_schutze-1391090820_uid-x606pf.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
ambience_casino-stephan_schutze-1391090820_uid-x9mttt,x9mttt,ambience_casino-stephan_schutze-1391090820_uid-x9mttt.wav,audio/ambience_casino-stephan_schutze-1391090820_uid-x9mttt.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
ambience_casino-stephan_schutze-1391090820_uid-yc1rl4,yc1rl4,ambience_casino-stephan_schutze-1391090820_uid-yc1rl4.wav,audio/ambience_casino-stephan_schutze-1391090820_uid-yc1rl4.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
church_chime-daniel_simon (1)_uid-09rb5t,09rb5t,church_chime-daniel_simon (1)_uid-09rb5t.wav,audio/church_chime-daniel_simon (1)_uid-09rb5t.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
church_chime-daniel_simon (1)_uid-9r03mn,9r03mn,church_chime-daniel_simon (1)_uid-9r03mn.wav,audio/church_chime-daniel_simon (1)_uid-9r03mn.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
church_chime-daniel_simon (1)_uid-cvxr9s,cvxr9s,church_chime-daniel_simon (1)_uid-cvxr9s.wav,audio/church_chime-daniel_simon (1)_uid-cvxr9s.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
church_chime-daniel_simon (1)_uid-l2d890,l2d890,church_chime-daniel_simon (1)_uid-l2d890.wav,audio/church_chime-daniel_simon (1)_uid-l2d890.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
church_chime-daniel_simon (1)_uid-mzomav,mzomav,church_chime-daniel_simon (1)_uid-mzomav.wav,audio/church_chime-daniel_simon (1)_uid-mzomav.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
church_chime-daniel_simon (1)_uid-scdnqq,scdnqq,church_chime-daniel_simon (1)_uid-scdnqq.wav,audio/church_chime-daniel_simon (1)_uid-scdnqq.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
church_chime-daniel_simon (1)_uid-us7n97,us7n97,church_chime-daniel_simon (1)_uid-us7n97.wav,audio/church_chime-daniel_simon (1)_uid-us7n97.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
church_chime-daniel_simon (1)_uid-vj35r6,vj35r6,church_chime-daniel_simon (1)_uid-vj35r6.wav,audio/church_chime-daniel_simon (1)_uid-vj35r6.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
church_chime-daniel_simon (1)_uid-y1lc3a,y1lc3a,church_chime-daniel_simon (1)_uid-y1lc3a.wav,audio/church_chime-daniel_simon (1)_uid-y1lc3a.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
church_chime-daniel_simon_uid-45onex,45onex,church_chime-daniel_simon_uid-45onex.wav,audio/church_chime-daniel_simon_uid-45onex.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvent,44100,1,2025-11-09,Church Chime,,,,,30000,10
church_chime-daniel_simon_uid-dp5ksw,dp5ksw,church_chime-daniel_simon_uid-dp5ksw.wav,audio/church_chime-daniel_simon_uid-dp5ksw.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvent,44100,1,2025-11-09,Church Chime,,,,,30000,10
church_chime-daniel_simon_uid-ep1s6l,ep1s6l,church_chime-daniel_simon_uid-ep1s6l.wav,audio/church_chime-daniel_simon_uid-ep1s6l.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvent,44100,1,2025-11-09,Church Chime,,,,,30000,10
church_chime-daniel_simon_uid-j64p72,j64p72,church_chime-daniel_simon_uid-j64p72.wav,audio/church_chime-daniel_simon_uid-j64p72.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvent,44100,1,2025-11-09,Church Chime,,,,,30000,10
church_chime-daniel_simon_uid-ptobjb,ptobjb,church_chime-daniel_simon_uid-ptobjb.wav,audio/church_chime-daniel_simon_uid-ptobjb.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvent,44100,1,2025-11-09,Church Chime,,,,,30000,10
church_chime-daniel_simon_uid-wpdtaf,wpdtaf,church_chime-daniel_simon_uid-wpdtaf.wav,audio/church_chime-daniel_simon_uid-wpdtaf.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvent,44100,1,2025-11-09,Church Chime,,,,,30000,10
doberman_pincher_daniel-simion (1)_uid-7ys55d,7ys55d,doberman_pincher_daniel-simion (1)_uid-7ys55d.wav,audio/doberman_pincher_daniel-simion (1)_uid-7ys55d.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
doberman_pincher_daniel-simion (1)_uid-9cj8a1,9cj8a1,doberman_pincher_daniel-simion (1)_uid-9cj8a1.wav,audio/doberman_pincher_daniel-simion (1)_uid-9cj8a1.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
doberman_pincher_daniel-simion (1)_uid-bpb79l,bpb79l,doberman_pincher_daniel-simion (1)_uid-bpb79l.wav,audio/doberman_pincher_daniel-simion (1)_uid-bpb79l.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
doberman_pincher_daniel-simion (1)_uid-ugwrn3,ugwrn3,doberman_pincher_daniel-simion (1)_uid-ugwrn3.wav,audio/doberman_pincher_daniel-simion (1)_uid-ugwrn3.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
doberman_pincher_daniel-simion_uid-ct6peh,ct6peh,doberman_pincher_daniel-simion_uid-ct6peh.wav,audio/doberman_pincher_daniel-simion_uid-ct6peh.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvent,44100,1,2025-11-09,Doberman,,,,,30000,10
doberman_pincher_daniel-simion_uid-rd25w7,rd25w7,doberman_pincher_daniel-simion_uid-rd25w7.wav,audio/doberman_pincher_daniel-simion_uid-rd25w7.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvent,44100,1,2025-11-09,Doberman,,,,,30000,10
doberman_pincher_daniel-simion_uid-s3o71k,s3o71k,doberman_pincher_daniel-simion_uid-s3o71k.wav,audio/doberman_pincher_daniel-simion_uid-s3o71k.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvent,44100,1,2025-11-09,Doberman,,,,,30000,10
doberman_pincher_daniel-simion_uid-wbtgcd,wbtgcd,doberman_pincher_daniel-simion_uid-wbtgcd.wav,audio/doberman_pincher_daniel-simion_uid-wbtgcd.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvent,44100,1,2025-11-09,Doberman,,,,,30000,10
front_desk_bells-daniel_simon (1)_uid-w4bybb,w4bybb,front_desk_bells-daniel_simon (1)_uid-w4bybb.wav,audio/front_desk_bells-daniel_simon (1)_uid-w4bybb.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
front_desk_bells-daniel_simon (1)_uid-x61vsc,x61vsc,front_desk_bells-daniel_simon (1)_uid-x61vsc.wav,audio/front_desk_bells-daniel_simon (1)_uid-x61vsc.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
front_desk_bells-daniel_simon_uid-j1ij5v,j1ij5v,front_desk_bells-daniel_simon_uid-j1ij5v.wav,audio/front_desk_bells-daniel_simon_uid-j1ij5v.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvent,44100,1,2025-11-09,Front desk bells,,,,,30000,10
front_desk_bells-daniel_simon_uid-wr4ti3,wr4ti3,front_desk_bells-daniel_simon_uid-wr4ti3.wav,audio/front_desk_bells-daniel_simon_uid-wr4ti3.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvent,44100,1,2025-11-09,Front desk bells,,,,,30000,10
german_shephard-daniel_simon (1)_uid-3k0gm6,3k0gm6,german_shephard-daniel_simon (1)_uid-3k0gm6.wav,audio/german_shephard-daniel_simon (1)_uid-3k0gm6.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,48000,1,2026-04-11,,,,,,30000,10
german_shephard-daniel_simon (1)_uid-6ujt5j,6ujt5j,german_shephard-daniel_simon (1)_uid-6ujt5j.wav,audio/german_shephard-daniel_simon (1)_uid-6ujt5j.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,48000,1,2026-04-11,,,,,,30000,10
german_shephard-daniel_simon (1)_uid-9z02eo,9z02eo,german_shephard-daniel_simon (1)_uid-9z02eo.wav,audio/german_shephard-daniel_simon (1)_uid-9z02eo.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,48000,1,2026-04-11,,,,,,30000,10
german_shephard-daniel_simon (1)_uid-cohtrk,cohtrk,german_shephard-daniel_simon (1)_uid-cohtrk.wav,audio/german_shephard-daniel_simon (1)_uid-cohtrk.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,48000,1,2026-04-11,,,,,,30000,10
german_shephard-daniel_simon (1)_uid-erwt6n,erwt6n,german_shephard-daniel_simon (1)_uid-erwt6n.wav,audio/german_shephard-daniel_simon (1)_uid-erwt6n.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,48000,1,2026-04-11,,,,,,30000,10
german_shephard-daniel_simon (1)_uid-glt0t9,glt0t9,german_shephard-daniel_simon (1)_uid-glt0t9.wav,audio/german_shephard-daniel_simon (1)_uid-glt0t9.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,48000,1,2026-04-11,,,,,,30000,10
german_shephard-daniel_simon (1)_uid-j5hf6d,j5hf6d,german_shephard-daniel_simon (1)_uid-j5hf6d.wav,audio/german_shephard-daniel_simon (1)_uid-j5hf6d.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,48000,1,2026-04-11,,,,,,30000,10
german_shephard-daniel_simon (1)_uid-kwuogk,kwuogk,german_shephard-daniel_simon (1)_uid-kwuogk.wav,audio/german_shephard-daniel_simon (1)_uid-kwuogk.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,48000,1,2026-04-11,,,,,,30000,10
german_shephard-daniel_simon (1)_uid-l7q44i,l7q44i,german_shephard-daniel_simon (1)_uid-l7q44i.wav,audio/german_shephard-daniel_simon (1)_uid-l7q44i.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,48000,1,2026-04-11,,,,,,30000,10
german_shephard-daniel_simon (1)_uid-rakjbq,rakjbq,german_shephard-daniel_simon (1)_uid-rakjbq.wav,audio/german_shephard-daniel_simon (1)_uid-rakjbq.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,48000,1,2026-04-11,,,,,,30000,10
german_shephard-daniel_simon (1)_uid-slfadc,slfadc,german_shephard-daniel_simon (1)_uid-slfadc.wav,audio/german_shephard-daniel_simon (1)_uid-slfadc.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,48000,1,2026-04-11,,,,,,30000,10
german_shephard-daniel_simon (1)_uid-v1bq42,v1bq42,german_shephard-daniel_simon (1)_uid-v1bq42.wav,audio/german_shephard-daniel_simon (1)_uid-v1bq42.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,48000,1,2026-04-11,,,,,,30000,10
german_shephard-daniel_simon_uid-2radr4,2radr4,german_shephard-daniel_simon_uid-2radr4.wav,audio/german_shephard-daniel_simon_uid-2radr4.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvent,48000,1,2025-11-09,German shepard barking,,,,,30000,10
german_shephard-daniel_simon_uid-6ciyoq,6ciyoq,german_shephard-daniel_simon_uid-6ciyoq.wav,audio/german_shephard-daniel_simon_uid-6ciyoq.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvent,48000,1,2025-11-09,German shepard barking,,,,,30000,10
german_shephard-daniel_simon_uid-9entpt,9entpt,german_shephard-daniel_simon_uid-9entpt.wav,audio/german_shephard-daniel_simon_uid-9entpt.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvent,48000,1,2025-11-09,German shepard barking,,,,,30000,10
german_shephard-daniel_simon_uid-dcly7h,dcly7h,german_shephard-daniel_simon_uid-dcly7h.wav,audio/german_shephard-daniel_simon_uid-dcly7h.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvent,48000,1,2025-11-09,German shepard barking,,,,,30000,10
german_shephard-daniel_simon_uid-dh4s20,dh4s20,german_shephard-daniel_simon_uid-dh4s20.wav,audio/german_shephard-daniel_simon_uid-dh4s20.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvent,48000,1,2025-11-09,German shepard barking,,,,,30000,10
german_shephard-daniel_simon_uid-f5b9hf,f5b9hf,german_shephard-daniel_simon_uid-f5b9hf.wav,audio/german_shephard-daniel_simon_uid-f5b9hf.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvent,48000,1,2025-11-09,German shepard barking,,,,,30000,10
german_shephard-daniel_simon_uid-ku0s9t,ku0s9t,german_shephard-daniel_simon_uid-ku0s9t.wav,audio/german_shephard-daniel_simon_uid-ku0s9t.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvent,48000,1,2025-11-09,German shepard barking,,,,,30000,10
german_shephard-daniel_simon_uid-l1qc1k,l1qc1k,german_shephard-daniel_simon_uid-l1qc1k.wav,audio/german_shephard-daniel_simon_uid-l1qc1k.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvent,48000,1,2025-11-09,German shepard barking,,,,,30000,10
german_shephard-daniel_simon_uid-m5ql7t,m5ql7t,german_shephard-daniel_simon_uid-m5ql7t.wav,audio/german_shephard-daniel_simon_uid-m5ql7t.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvent,48000,1,2025-11-09,German shepard barking,,,,,30000,10
german_shephard-daniel_simon_uid-pvf0s7,pvf0s7,german_shephard-daniel_simon_uid-pvf0s7.wav,audio/german_shephard-daniel_simon_uid-pvf0s7.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvent,48000,1,2025-11-09,German shepard barking,,,,,30000,10
german_shephard-daniel_simon_uid-ug65v7,ug65v7,german_shephard-daniel_simon_uid-ug65v7.wav,audio/german_shephard-daniel_simon_uid-ug65v7.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvent,48000,1,2025-11-09,German shepard barking,,,,,30000,10
german_shephard-daniel_simon_uid-v3o4ha,v3o4ha,german_shephard-daniel_simon_uid-v3o4ha.wav,audio/german_shephard-daniel_simon_uid-v3o4ha.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvent,48000,1,2025-11-09,German shepard barking,,,,,30000,10
hard_shoes_1-daniel_simon_uid-10x4hj,10x4hj,hard_shoes_1-daniel_simon_uid-10x4hj.wav,audio/hard_shoes_1-daniel_simon_uid-10x4hj.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
